Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,
2014.05.22,22-May-14,2014,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,M,10,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,," Tawney nurse shark, 1m",
2014.05.15,15-May-14,2014,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,F,38,Calf bitten,N,11h30,,
2014.05.14,14-May-14,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,35,"No injury, but surfboard severely damaged",N,09h30," white shark, 15' ",
2014.05.13,13-May-14,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44,Lacerations and puncture wounds to right foot,N,11h00,,
2014.05.11,11-May-14,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12,Puncture wounds to right thigh,N,,Shark involvement not confirmed,
2014.05.10.R,Reported 10-May-2014,2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",N,,No shark involvement,
2014.05.06,06-May-14,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40,Lacerations to left foot,N,15h00,4' to 5' shark,
2014.05.04,04-May-14,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Simonstown,Diving,,,4-inch laceration to arm,N,,Cow shark,
2014.05.01,01-May-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Laceration to right hand and cuts on fingertips,N,15h00,3' shark,
2014.04.24,24-Apr-14,2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,M,,Minor injury,N,,reef shark?,
2014.04.22,22-Apr-14,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M ,42,Laceration & puncture wounds to right foot,N,15h30,,
2014.04.15,15-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25,Minor lacerations to left foot,N,09h57,,
2014.04.12.R,Reported 12-Apr-2014,2014,Watercraft,SOUTH AFRICA,Unknown,,Shark watching,,,"No injury to occupants, shark bit pontoon",N,,White shark,
2014.04.12,12-Apr-14,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,Morning," Raggedtooth shark, 2m",
2014.04.04.b,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,teen,Minor puncture wounds to lower left leg,N,13h50,,
2014.04.04.a,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,teen,Lacerations to foot,N,13h30,,
2014.04.03,03-Apr-14,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63,FATAL,Y,08h20,3 m to 4 m white shark,
2014.03.29,29-Mar-14,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,38,Shark bites may have been post mortem,N,13h30,Shark involvement prior to death not confirmed,
2014.03.22.b,22-Mar-14,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,66,FATAL,Y,15h00,2 m shark,
2014.03.22.a,22-Mar-14,2014,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,M,,Lacerations to left forearm,N,,4' to 5' shark,
2014.03.21,21-Mar-14,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,9,Lacerations to toes and heel of right foot,N,,,
2014.03.18.c,18-Mar-14,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,,Kite Surfing,M,42,Lacerations to calf,N,17h58,,
2014.03.18.b,18-Mar-14,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42,Shark leapt onto surfboard; surfer uninjured ,N,Morning,,
2014.03.18,18-Mar-14,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,,F,10,"Injuries to wrist/hand by a mackerel, not a shark",UNKNOWN,17h00,No shark involvement,
2014.03.12,12-Mar-14,2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,,Minor lacerations to foot,N,18h00,Wobbegong shark,
2014.03.13,13-Mar-14,2014,Invalid,CAYMAN ISLANDS,Unknown,,Scuba diving / culling lionfish,M,,"Caribbean reef shark buzzed him. No injury, no attack. ",N,,Invalid,
2014.03.02,02-Mar-14,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,Lacerations to toes,N,,Blacktip or spinner shark?,
2014.02.20,20-Feb-14,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,21,Lacerations to lower leg,N,16h00,Blacktip reef shark ,
2014.02.17,Reported 17-Feb-2014,2014,Watercraft,PAPUA NEW GUINEA,Unknown,,Sailing,M,21,"No injury to occupants, hull bitten",N,Night,,
2014.02.08,08-Feb-14,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28,FATAL,Y,12h00,,
2014.02.07.b,07-Feb-14,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,,Fishing,M,,Possibly a PROVOKED INCIDENT,N,,,
2014.02.07,07-Feb-14,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28,Lacerations to leg,N,20h30,7-gill shark?,
2014.01.26,26-Jan-14,2014,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,,1m shark,
2014.01.25,25-Jan-14,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,24,Minor injury to left lower leg & heel,N,,7-gill shark,
2014.01.04,04-Jan-14,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,31,5 cm bite to left foot,N,,,
2014.00.00.b,2014,2014,Unprovoked,USA,Hawaii,,Free diving / Photographing pilot whales,M,,"""Minor laceration to shoulder""",N,,Oceanic whitetip shark,
2014.00.00,2014,2014,Watercraft,NEW ZEALAND,Unknown,Stewart Island,Filming a documentary,,,"No injury to occupants, shark nudged and bit boat",N,,"White shark, 6 m",
2013.12.25,25-Dec-13,2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,37,Leg bitten,N,11h00,Reported to involve a bull shark,
2013.12.16,16-Dec-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19,Injuries to left thigh,N,08h45,"White shark, 3m ",
2013.12.13,13-Dec-13,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,,Attempting to remove fishing net from submerged object,M,35,Severe injury to arm,N,,,
2013.12.11,11-Dec-13,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,Lacerations to right hand & knee,N,08h00,"Tiger shark, 10' to 12'",
2013.12.10,10-Dec-13,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,Right foot bitten,N,14h30,4' to 6' shark,
2013.12.05,05-Dec-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,26,"Puncture wounds to hand, laceration to leg",N,18h15," Wobbegong shark, 1.6 to 1.8m ",
2013.12.02,02-Dec-13,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,FATAL,Y,09h00,,
2013.11.30,30-Nov-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach, ",Body boarding,M,19,FATAL,Y,14h00,"Tiger shark, 3m ",
2013.11.29,29-Nov-13,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,Right calf bitten,N,13h00,,
2013.11.23.a,23-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35,FATAL,Y,09h00,Thought to involve a white shark,
2013.11.22,22-Nov-13,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,"No injury, board bitten",N,10h30,"White shark, 10 '",
2013.11.12,12-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,,"No injury, board bumped by shark",N,15h00,Reported to involve a white shark,
2013.11.10,10-Nov-13,2013,Provoked,BAHAMAS,Unknown,Off Cape Eleuthera,Shark fishing,M,77,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,11h00,,
2013.11.07.b,07-Nov-13,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,"No injury, swim fin bitten",N,Afternoon,,
2013.11.07.a,07-Nov-13,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,,Foot bitten,N,,,
2013.10.31,31-Oct-13,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,Severe bite to right calf & anklel,N,15h19,Tiger shark,
2013.10.28,28-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60,Lacerations to right arm,N,Afternoon,"Blacktip reef shark, 1m",
2013.10.26.b,26-Oct-13,2013,Unprovoked,REUNION,d’Étang-Salé,Ravine Mula,Body boarding,M,24,Right leg severed,N,16h30,Thought to involve a bull shark,
2013.10.26.a,26-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,M,,"No injury, swim fin shredded",N,10h55,Reported to involve a 4 m white shark,
2013.10.24,24-Oct-13,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41,Injuries to right foot,N,18h15,Wobbegong shark,
2013.10.23,23-Oct-13,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving ,M,45,"3"" laceration to left hip",N,15h55,"Whitetip reef shark, 4' to 6'",
2013.10.20,20-Oct-13,2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,25,"No injury, shark bit surfboard",N,11h00,Tiger shark,
2013.10.19,19-Oct-13,2013,Unprovoked,USA,Florida,Miami Beach,Wading,M,6,Bitten on left calf & foot,N,Late afternoon,Nurse shark?,
2013.10.11,11-Oct-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,74,FATAL,Y,11h30,White shark,
2013.10.08,08-Oct-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,55,"Injuries to torso, head and face",N,10h30,White shark,
2013.10.05,06-Oct-13,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45,Laceration to thigh,N,08h45,"White shark, 8' to 10'",
2013.10.05,10-Oct-13,2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Wading,M,12,Lacerations to  right forearm,N,15h30,Small bull shark,
2013.09.29.b,29-Sep-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,50,Lacerations to hand,N,10h00,,
2013.09.29.a,29-Sep-13,2013,Unprovoked,ISRAEL,Southern District,Ashdod,Diving,M,27,Hand bitten ,N,11h30,,
2013.09.25, 25-Sep-2013,2013,Unprovoked,USA,Florida,"Panama City, Bay County",Standing,M,7,Laceration and puncture wounds to ankle,N,10h30,,
2013.09.21.b, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,45,Lacerations to right foot,N,13h00,,
2013.09.21.a, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,,Lacerations to left foream,N,Morning,,
2013.09.14, 14-Sep-2013,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,21,Lacerations to right foot,N,15h30,Bull shark,
2013.09.12, 12-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,13,Heel bitten,N,13h00,3' shark,
2013.09.08,08-Sep-13,2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",,F,,No details,UNKNOWN,,,
2013.09.07.b, 07-Sep-2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,43,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,16h00,3' shark,
2013.09.07.a, 07-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Standing,M,25,"Minor injury, shin bitten",N,16h00,3' shark,
2013.09.02, 02-Sep-2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,17,Shoulder bitten,N,13h00,,
2013.09.01.c, 01-Sep-2013,2013,Provoked,USA,Florida,Key West Aquarium,,M,3,Arm bitten by captive shark PROVOKED INCIDENT,N,,Nurse shark,
2013.09.01.b, 01-Sep-2013,2013,Unprovoked,BAHAMAS,Unknown,,,M,,Leg injured,N,,,
2013.09.01.a, 01-Sep-2013,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9,Lacerations to left calf,N,12h00,4' shark,
2013.08.31.b,31-Aug-13,2013,Unprovoked,BAHAMAS,Unknown,Freetown Beach,Spearfishing,M,,Lower left leg bitten,N,,Blacktip shark,
2013.08.31.a,31-Aug-13,2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,,Foot bitten,N,23h00,Salmon shark,
2013.08.29,29-Aug-13,2013,Invalid,USA,California,Catalina Channel,Marathon swimming,F,47,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",UNKNOWN,,No shark involvement,
2013.08.26,26-Aug-13,2013,Provoked,FRANCE,Bay of Biscay,,Longline fishing for sharks,M,50,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,20h30,"Mako shark, 5'",
2013.08.25.b, 25-Aug-2013,2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boogie boarding,F,11,Minor injury to left lower leg & heel,N,17h00,,
2013.08.25, 25-Aug-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,M,,Lacerations to left forearm,N,15h00,,
2013.08.18, 18-Aug-2013,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,16,Lacerations to buttocks & thigh,N,13h00,,
2013.08.17,17-Aug-13,2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,,"No injury, shark bumped surfboard",N,12h40,White shark,
2013.08.14, 14-Aug-2013,2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,20,FATAL,Y,16h30,Tiger shark?,
2013.08.13, 13-Aug-2013,2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,19,No injury & not on board. Board adrift when bitten by shark,N,13h55,,
2013.08.11,11-Aug-13,2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,10,"No injury, shark became entangled in his surfboard leash",N,17h30,"Bull shark, 8'",
2013.08.08.R,Reported 08-Aug-2013,2013,Unprovoked,SOUTH AFRICA,Unknown,,Attempting to free the shark,M,,"Unknown, but survived",N,,Blacktip shark,
2013.08.05, 05-Aug-2013,2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,17,Minor injury to foot & shin,N,15h00,"Bull shark, 6' to 8'",
2013.07.31,  31-Jul-2013,2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56,"Lacerations to hand, face and torso",N,08h45,,
2013.07.30,  30-Jul-2013,2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,32,Foot bitten,N,,,
2013.07.29.c,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,40,Leg bitten,N,16h05,6' shark,
2013.07.29.b,  29-Jul-2013,2013,Unprovoked,MEXICO,Quintana Roo,,Wading,F,,Hip bitten,N,11h00,,
2013.07.29.a,  29-Jul-2013,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,18,Lower leg bitten,N,14h10,"Tiger shark, 8' to 10' ",
2013.07.28.b,28-Jul-13,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,64,Bitten on left hand,N,16h45,Nurse shark,
2013.07.28.a,28-Jul-13,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,50,Bitten on rear lower extremities,N,11h15,,
2013.07.22,    22-Jul-2013,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,18,FATAL,Y,13h20,,
2013.07.19,19-Jul-13,2013,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,50,Lacerations and abrasions to foot and ankle,N,14h30,,
2013.07.17.R,Reported 17-Jul-2013,2013,Unprovoked,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming ,M,teen,4 cuts to posterior calf,N,,,
2013.07.15,15-Jul-13,2013,Unprovoked,REUNION,Saint-Paul,Le cimetière marin,Swimming & snorkeling,F,15,FATAL,Y,14h15,,
2013.07.14,14-Jul-13,2013,Unprovoked,DIEGO GARCIA,Unknown,,Swimming,M,33,FATAL,Y,,,
2013.07.11,11-Jul-13,2013,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Wading,F,63,Right foot bitten,N,15h20,,
2013.07.09,07-Jul-13,2013,Invalid,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",Swimming,M,48,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",N,,Shark involvement not confirmed,
2013.07.02,02-Jul-13,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,29,"No injury, holes in wetsuit ",N,,,
2013.06.30,30-Jun-13,2013,Unprovoked,TAIWAN,Taitung ,,Fishing,M,,Right thigh bitten,N,,,
2013.06.27,27-Jun-13,2013,Invalid,JAMAICA,Kingston Parish,Port Royal,,M,20,Probable drowning with post-mortem bites,N,,Shark involvement prior to death not confirmed,
2013.06.25.c,25-Jun-13,2013,Watercraft,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,M,,"No injury, kayak scratched",N,15h30,White shark,
2013.06.25.b,25-Jun-13,2013,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,,Lacerations to left foot,N,,"Possibly a Bull shark, 3'",
2013.06.25.a,25-Jun-13,2013,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,14,"Bitten on lower right leg, reported as a minor injury",N,12h45,4' to 5' shark,
2013.06.18,18-Jun-13,2013,Unprovoked,USA,Hawaii,Kona Coast State Park,Swimming,M,28,Right thigh & calf bitten,N,12h50,"Tiger shark, 14'",
2013.06.17,17-Jun-13,2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,15,Left leg & hand bitten,N,14h45,,
2013.06.16,16-Jun-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,,Lacerations to knee,N,Morning,,
2013.06.15,15-Jun-13,2013,Unprovoked,USA,Florida,"Atlantic Beach, Duval County",Surfing,F,,Lacerations to left ankle,N,,,
2013.06.14.R,Reported 14-Jun-2013,2013,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,10,Puncture marks to hand,N,Afternoon,4' to 5' shark,
2013.06.06.b,06-Jun-13,2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,58,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,,"Lemon shark, 4'",
2013.06.06.a,06-Jun-13,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,M,,"No injury, board damaged",N,16h00,6' shark,
2013.05.27.b,27-May-13,2013,Unprovoked,USA,Hawaii,"Halewia, Oahu",Diving,M,32,Lacerations to right hand,N,,Galapagos shark,
2013.05.27.a,27-May-13,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,11,Right foot bitten,N,Afternoon,,
2013.05.23.b,23-May-13,2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,,M,41,FATAL,Y,,,
2013.05.23.a,23-May-13,2013,Provoked,PALESTINIAN TERRITORIES,Unknown,Gaza,Fishing,M,30,Two fingers lost PROVOKED INCIDENT,N,Evening,,
2013.05.14,14-May-14,2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,29,Superficial injury to left calf,N,12h00,Galapagos shark,
2013.05.08.b,08-May-13,2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,42,Shark bites were post-mortem,N,,Invalid,
2013.05.08.a,08-May-13,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,36,FATAL,Y,08h20,Bull shark,
2013.05.04.a,04-May-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,16,Lacerations to left foot and ankle,N,11h15,a small shark,
2013.04.28,28-Apr-13,2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,,Foot bitten by landed shark PROVOKED INCIDENT,N,,"Wobbegong, 2m",
2013.04.24,24-Apr-13,2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,34,Avulsion injury  to lower right leg,N,13h40,Tiger shark,
2013.04.21,21-Apr-13,2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,51,Puncture wounds and lacerations to both legs,N,14h00,"Grey nurse shark, 3m",
2013.04.17,17-Apr-13,2013,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,9,Lacerations to right foot,N,10h30,3' shark,
2013.04.14,14-Apr-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,M,,"""Light scratch on hand/wrist area""",N,,Blue shark,
2013.04.13.b,13-Apr-13,2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Minor lacerations to right hand,N,13h30,Bull shark,
2013.04.13.a,13-Apr-13,2013,Unprovoked,GUAM,Unknown,,,M,40,FATAL,Y,,,
2013.04.10,10-Apr-13,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,M,53,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,12h00,Possibly a blacktip reef shark,
2013.04.04,04-Apr-13,2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,50,Lacerations to hand,N,,,
2013.04.02.R,Reported 02-Apr-2013,2013,Invalid,AUSTRALIA,Western Australia,Perth,,M,24,Disappeared. No evidence that he was taken by a shark,N,,shark involvement not confirmed,
2013.04.02.a,02-Apr-13,2013,Unprovoked,USA,Hawaii,Ka’anapali Shores,Surfing,M,58,Right thigh bitten,N,08h30,4' shark,
2013.03.31,31-Mar-13,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,47,Never happened; it was a  hoax,N,,No shark involvement,
2013.03.29,29-Mar-13,2013,Unprovoked,SEYCHELLES,Unknown,Ile Platte,Free diving,M,34,Lacerations to left foot,N,,,
2013.03.21.R,Reported 21-Mar-2013,2013,Unprovoked,BELIZE,Unknown,,Snorkeling,F,,Toe injured,N,,Nurse shark,
2013.03.21,21-Mar-13,2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,M,50,Left foot bitten,N,,,
2013.03.16.b,16-Mar-13,2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',M,30,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N,09h00,"Raggedtooth shark, 1.5 m",
2013.03.16.a,16-Mar-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,,"No injury, surfboard bitten",N,,,
2013.03.12,12-Mar-13,2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area ,Spearfishing,M,68,FATAL,Y,09h00,"Tiger shark, 4.8 m",
2013.03.10.b,10-Mar-13,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,M,28,Laceration to left hand,N,09h00,"Bronze whaler shark, 2.5m",
2013.03.10.a,10-Mar-13,2013,Unprovoked,PHILIPPINES,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,M,28 & 26,Minor leg injuries,N,,"""small sharks""",
2013.03.03,03-Mar-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,39,Injuries to arms & hands,N,,,
2013.02.27,27-Feb-13,2013,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,M,46,FATAL,Y,13h24,"White shark, 4m",
2013.02.21.b,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,,,Lacerations to right leg,N,18h00,reef shark?,
2013.02.21.a,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Surfing,M,,"No injury, shark bit rail of foam board",N,18h00,reef shark?,
2013.02.10,10-Feb-13,2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,16,Lacerations to right hand,N,14h00,"Blacktip shark, 4' to 5'",
2013.02.09,09-Feb-13,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,48,Lacerations to right arm & thigh,N,09h00 - 09h30,Lemon shark,
2013.02.01,01-Feb-13,2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,,M,18,Knee bitten,N,,,
2013.01.26,26-Jan-13,2013,Watercraft,AUSTRALIA,Victoria,Cape Nelson,Fishing,M,,"No injury to occupants, shark bit propeller",N,,"White shark, 5m",
2013.01.25,25-Jan-13,2013,Unprovoked,AUSTRALIA,Queensland,Noosa,Surfing,M,,Lacerations to neck,N,,,
2013.01.21.R,Reported 21-Jan-2013,2013,Invalid,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,M,62,"No injury, a 3 m blue shark merely snapped at the man.",N,,,
2013.01.16,16-Jan-13,2013,Unprovoked,USA,Hawaii,Kiholo Bay,Surfing,M,43,Left forearm bitten ,N,16h30,"Tiger shark, 15'",
2013.01.13,13-Jan-13,2013,Unprovoked,NEW ZEALAND,Mercury Islands,Great Mercury Island,Spearfishing,M,,Minor cut on finger,N,,"Bronze whaler shark, 3m",
2013.01.05,05-Jan-13,2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,26,Calf & shin bitten ,N,10h00,,
2012.12.31,31-Dec-12,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,,Lower leg or ankle bitten,N,14h00,,
2012.12.30,30-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,23,"No injury, chunk missing from surfboard",N,12h45,2.5 m shark,
2012.12.28,28-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,M,29,Lacerations to thigh and hand,N,10h45,"Bull shark, 2m ",
2012.12.25,25-Dec-12,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,20,FATAL,Y,,Tiger shark,
